"relative_path","size_bytes","last_write_utc"
"data\processed\feat_20250603_LnormNone.parquet","111807576","2026-08-12T17:05:46.0065635Z"
"data\processed\feat_20250605_L180.parquet","89801615","2026-08-10T17:50:54.9149304Z"
"data\processed\feat_20250605_L270.parquet","109824371","2026-08-10T17:54:59.0040528Z"
"data\processed\feat_20250605_L90.parquet","67845616","2026-08-10T17:52:14.5123010Z"
"data\processed\feat_20250605_LNone.parquet","116616143","2026-08-10T17:53:19.1181062Z"
"data\processed\feat_20250605_LnormNone.parquet","112259601","2026-08-10T18:50:32.5778957Z"
"data\processed\feat_20250606_LnormNone.parquet","112406272","2026-08-12T17:05:48.5713739Z"
"data\processed\feat_20250609_LnormNone.parquet","113096920","2026-08-12T17:05:51.4690040Z"
"data\processed\feat_20250612_L180.parquet","91015883","2026-08-10T17:50:57.2854156Z"
"data\processed\feat_20250612_L270.parquet","111364012","2026-08-10T17:55:01.9164273Z"
"data\processed\feat_20250612_L90.parquet","68621793","2026-08-10T17:52:16.8901460Z"
"data\processed\feat_20250612_LNone.parquet","118241419","2026-08-10T17:53:21.8154508Z"
"data\processed\feat_20250612_LnormNone.parquet","113744338","2026-08-10T18:50:36.5189073Z"
"data\processed\feat_20250615_LnormNone.parquet","114214497","2026-08-12T17:05:54.1997845Z"
"data\processed\feat_20250618_LnormNone.parquet","114735140","2026-08-12T17:05:57.3271944Z"
"data\processed\feat_20250619_L180.parquet","91797937","2026-08-10T17:50:59.9169869Z"
"data\processed\feat_20250619_L270.parquet","112458474","2026-08-10T17:55:05.9463397Z"
"data\processed\feat_20250619_L90.parquet","68958013","2026-08-10T17:52:18.5549682Z"
"data\processed\feat_20250619_LNone.parquet","119423249","2026-08-10T17:53:24.6185852Z"
"data\processed\feat_20250619_LnormNone.parquet","115032379","2026-08-10T18:50:39.8476205Z"
"data\processed\feat_20250621_LnormNone.parquet","115182981","2026-08-12T17:06:00.4393633Z"
"data\processed\feat_20250624_LnormNone.parquet","115667382","2026-08-12T17:06:03.2064033Z"
"data\processed\feat_20250626_L180.parquet","92652934","2026-08-10T17:51:02.6604592Z"
"data\processed\feat_20250626_L270.parquet","113611352","2026-08-10T17:55:09.0237425Z"
"data\processed\feat_20250626_L90.parquet","69419852","2026-08-10T17:52:20.2596103Z"
"data\processed\feat_20250626_LNone.parquet","120660322","2026-08-10T17:53:28.1298443Z"
"data\processed\feat_20250626_LnormNone.parquet","115994901","2026-08-10T18:50:44.9533273Z"
"data\processed\feat_20250627_LnormNone.parquet","116135089","2026-08-12T17:06:06.2194127Z"
"data\processed\feat_20250630_LnormNone.parquet","116637988","2026-08-12T17:06:08.9543921Z"
"data\processed\feat_20250703_L180.parquet","93422685","2026-08-10T17:51:05.6324444Z"
"data\processed\feat_20250703_L270.parquet","114745781","2026-08-10T17:55:12.2185774Z"
"data\processed\feat_20250703_L90.parquet","69960256","2026-08-10T17:52:21.9760643Z"
"data\processed\feat_20250703_LNone.parquet","121865736","2026-08-10T17:53:31.3637910Z"
"data\processed\feat_20250703_LnormNone.parquet","117338440","2026-08-10T18:50:48.8484814Z"
"data\processed\feat_20250706_L180.parquet","93661877","2026-08-21T10:05:25.8898082Z"
"data\processed\feat_20250706_LnormNone.parquet","117548779","2026-08-12T17:06:12.2913333Z"
"data\processed\feat_20250709_LnormNone.parquet","118127287","2026-08-12T17:06:15.6626632Z"
"data\processed\feat_20250710_L180.parquet","94009176","2026-08-10T17:51:08.8241772Z"
"data\processed\feat_20250710_L270.parquet","115717017","2026-08-10T17:55:16.0744256Z"
"data\processed\feat_20250710_L90.parquet","70410696","2026-08-10T17:52:23.6753525Z"
"data\processed\feat_20250710_LNone.parquet","122912337","2026-08-10T17:53:34.6395480Z"
"data\processed\feat_20250710_LnormNone.parquet","118122408","2026-08-10T18:50:52.9397596Z"
"data\processed\feat_20250712_LnormNone.parquet","118410883","2026-08-12T17:06:18.5399074Z"
"data\processed\feat_20250715_LnormNone.parquet","119062608","2026-08-12T17:06:21.3974118Z"
"data\processed\feat_20250717_L180.parquet","94864750","2026-08-10T17:51:11.7800458Z"
"data\processed\feat_20250717_L270.parquet","116967757","2026-08-10T17:55:19.3232992Z"
"data\processed\feat_20250717_L90.parquet","71177835","2026-08-10T17:52:25.3968154Z"
"data\processed\feat_20250717_LNone.parquet","124239242","2026-08-10T17:53:37.6820957Z"
"data\processed\feat_20250717_LnormNone.parquet","119378836","2026-08-10T18:50:56.6386585Z"
"data\processed\feat_20250718_LnormNone.parquet","119545784","2026-08-12T17:06:24.8278676Z"
"data\processed\feat_20250720_L180.parquet","95128373","2026-08-21T10:05:31.2545391Z"
"data\processed\feat_20250721_LnormNone.parquet","119958952","2026-08-12T17:06:28.1187969Z"
"data\processed\feat_20250724_L180.parquet","95558288","2026-08-10T17:51:15.0375619Z"
"data\processed\feat_20250724_L270.parquet","118012727","2026-08-10T17:55:23.1373251Z"
"data\processed\feat_20250724_L90.parquet","71733179","2026-08-10T17:52:27.3055962Z"
"data\processed\feat_20250724_LNone.parquet","125349599","2026-08-10T17:53:41.3345493Z"
"data\processed\feat_20250724_LnormNone.parquet","120495508","2026-08-10T18:51:00.7027169Z"
"data\processed\feat_20250727_LnormNone.parquet","121293502","2026-08-12T17:06:31.9390976Z"
"data\processed\feat_20250730_LnormNone.parquet","121327299","2026-08-12T17:06:35.4542370Z"
"data\processed\feat_20250731_L180.parquet","96209323","2026-08-10T17:51:17.8508798Z"
"data\processed\feat_20250731_L270.parquet","119019438","2026-08-10T17:55:26.6582328Z"
"data\processed\feat_20250731_L90.parquet","72262223","2026-08-10T17:52:29.0212956Z"
"data\processed\feat_20250731_LNone.parquet","126430791","2026-08-10T17:53:44.5273417Z"
"data\processed\feat_20250731_LnormNone.parquet","121504777","2026-08-10T18:51:04.8931027Z"
"data\processed\feat_20250802_LnormNone.parquet","121771126","2026-08-12T17:06:39.1227138Z"
"data\processed\feat_20250803_L180.parquet","96437913","2026-08-21T10:05:36.5804302Z"
"data\processed\feat_20250805_L180.parquet","96686199","2026-08-21T10:05:39.9654683Z"
"data\processed\feat_20250805_LnormNone.parquet","122206863","2026-08-12T17:06:42.3290521Z"
"data\processed\feat_20250807_L180.parquet","96973759","2026-08-10T17:51:20.6810712Z"
"data\processed\feat_20250807_L270.parquet","120157611","2026-08-10T17:55:30.4058587Z"
"data\processed\feat_20250807_L90.parquet","72872819","2026-08-10T17:52:30.7746461Z"
"data\processed\feat_20250807_LNone.parquet","127643908","2026-08-10T17:53:47.8748317Z"
"data\processed\feat_20250807_LnormNone.parquet","123073963","2026-08-10T18:51:08.8581949Z"
"data\processed\feat_20250808_LnormNone.parquet","123201753","2026-08-12T17:06:45.4174492Z"
"data\processed\feat_20250811_LnormNone.parquet","123354572","2026-08-12T17:06:48.5695893Z"
"data\processed\feat_20250814_L180.parquet","98039889","2026-08-10T17:51:23.7342864Z"
"data\processed\feat_20250814_L270.parquet","121616841","2026-08-10T17:55:33.9531183Z"
"data\processed\feat_20250814_L90.parquet","73856852","2026-08-10T17:52:32.6045267Z"
"data\processed\feat_20250814_LNone.parquet","129181643","2026-08-10T17:53:51.6128009Z"
"data\processed\feat_20250814_LnormNone.parquet","124074862","2026-08-10T18:51:13.2295501Z"
"data\processed\feat_20250817_L180.parquet","98547518","2026-08-21T10:05:45.4905202Z"
"data\processed\feat_20250817_LnormNone.parquet","124793187","2026-08-12T17:06:52.4710647Z"
"data\processed\feat_20250819_L180.parquet","98873545","2026-08-21T10:05:48.9885515Z"
"data\processed\feat_20250820_LnormNone.parquet","125724010","2026-08-12T17:06:56.1559742Z"
"data\processed\feat_20250821_L180.parquet","99225161","2026-08-10T17:51:27.0108068Z"
"data\processed\feat_20250821_L270.parquet","123297803","2026-08-10T17:55:37.5356584Z"
"data\processed\feat_20250821_L90.parquet","74920012","2026-08-10T17:52:34.5586544Z"
"data\processed\feat_20250821_LNone.parquet","130953124","2026-08-10T17:53:55.8677803Z"
"data\processed\feat_20250821_LnormNone.parquet","125779468","2026-08-10T18:51:17.5257418Z"
"data\processed\feat_20250823_LnormNone.parquet","126268267","2026-08-12T17:07:00.0291139Z"
"data\processed\feat_20250826_LnormNone.parquet","127021468","2026-08-12T17:07:03.3901238Z"
"data\processed\feat_20250828_L180.parquet","100578433","2026-08-10T17:51:30.1142234Z"
"data\processed\feat_20250828_L270.parquet","124960687","2026-08-10T17:55:41.2960197Z"
"data\processed\feat_20250828_L90.parquet","76026277","2026-08-10T17:52:36.8540034Z"
"data\processed\feat_20250828_LNone.parquet","132699154","2026-08-10T17:53:59.5467004Z"
"data\processed\feat_20250828_LnormNone.parquet","128045638","2026-08-10T18:51:22.4361367Z"
"data\processed\feat_20250829_LnormNone.parquet","127686069","2026-08-12T17:07:06.7527715Z"
"data\processed\feat_20250901_LnormNone.parquet","128005278","2026-08-12T17:07:10.2998351Z"
"data\processed\feat_20250902_L180.parquet","100924828","2026-08-21T10:05:54.6422662Z"
"data\processed\feat_20250904_L180.parquet","100981963","2026-08-10T17:51:33.2461879Z"
"data\processed\feat_20250904_L270.parquet","125712641","2026-08-10T17:55:44.7088869Z"
"data\processed\feat_20250904_L90.parquet","76282391","2026-08-10T17:52:38.7091743Z"
"data\processed\feat_20250904_LNone.parquet","133516613","2026-08-10T17:54:03.5526826Z"
"data\processed\feat_20250904_LnormNone.parquet","128254063","2026-08-10T18:51:32.0104765Z"
"data\processed\feat_20250907_LnormNone.parquet","128491782","2026-08-12T17:07:14.0191340Z"
"data\processed\feat_20250910_LnormNone.parquet","128586828","2026-08-12T17:07:17.3936924Z"
"data\processed\feat_20250911_L180.parquet","101152570","2026-08-10T17:51:36.5660434Z"
"data\processed\feat_20250911_L270.parquet","126181518","2026-08-10T17:55:48.5102511Z"
"data\processed\feat_20250911_L90.parquet","76292350","2026-08-10T17:52:40.4972037Z"
"data\processed\feat_20250911_LNone.parquet","134046178","2026-08-10T17:54:08.1025108Z"
"data\processed\feat_20250911_LnormNone.parquet","128724731","2026-08-10T18:51:37.8362286Z"
"data\processed\feat_20250913_LnormNone.parquet","129250427","2026-08-12T17:07:20.8584848Z"
"data\processed\feat_20250916_L180.parquet","101658863","2026-08-10T17:47:40.1055013Z"
"data\processed\feat_20250916_LnormNone.parquet","129610393","2026-08-12T17:07:24.4611378Z"
"data\processed\feat_20250918_L180.parquet","101901172","2026-08-10T17:51:39.6159767Z"
"data\processed\feat_20250918_L270.parquet","127446796","2026-08-10T17:55:52.6663382Z"
"data\processed\feat_20250918_L90.parquet","76885937","2026-08-10T17:52:42.3770244Z"
"data\processed\feat_20250918_LNone.parquet","135528659","2026-08-10T17:54:11.7265635Z"
"data\processed\feat_20250918_LnormNone.parquet","129942763","2026-08-10T18:51:42.6292458Z"
"data\processed\feat_20250919_LnormNone.parquet","130093819","2026-08-12T17:07:27.9048131Z"
"data\processed\feat_20250922_LnormNone.parquet","130658448","2026-08-12T17:07:32.0852388Z"
"data\processed\feat_20250925_L180.parquet","102751338","2026-08-10T17:51:42.6749969Z"
"data\processed\feat_20250925_L270.parquet","128621486","2026-08-10T17:55:56.7331227Z"
"data\processed\feat_20250925_L90.parquet","77616621","2026-08-10T17:52:44.2810466Z"
"data\processed\feat_20250925_LNone.parquet","136772892","2026-08-10T17:54:15.7652457Z"
"data\processed\feat_20250925_LnormNone.parquet","131158107","2026-08-10T18:51:48.3310105Z"
"data\processed\feat_20250928_LnormNone.parquet","131560478","2026-08-12T17:07:36.0616016Z"
"data\processed\feat_20251001_LnormNone.parquet","131943290","2026-08-12T17:07:39.8096409Z"
"data\processed\feat_20251002_L180.parquet","103366833","2026-08-10T17:51:45.6840411Z"
"data\processed\feat_20251002_L270.parquet","129419874","2026-08-10T17:56:00.8647538Z"
"data\processed\feat_20251002_L90.parquet","78177872","2026-08-10T17:52:46.1702919Z"
"data\processed\feat_20251002_LNone.parquet","137794645","2026-08-10T17:54:19.8890072Z"
"data\processed\feat_20251002_LnormNone.parquet","132104158","2026-08-10T18:51:53.5393535Z"
"data\processed\feat_20251004_LnormNone.parquet","132277414","2026-08-12T17:07:43.4065617Z"
"data\processed\feat_20251007_LnormNone.parquet","133320339","2026-08-12T17:07:47.1354610Z"
"data\processed\feat_20251009_L180.parquet","104112617","2026-08-10T17:51:48.5341093Z"
"data\processed\feat_20251009_L270.parquet","130304316","2026-08-10T17:56:05.5465125Z"
"data\processed\feat_20251009_L90.parquet","78785943","2026-08-10T17:52:48.3757840Z"
"data\processed\feat_20251009_LNone.parquet","138878717","2026-08-10T17:54:24.5316450Z"
"data\processed\feat_20251009_LnormNone.parquet","133104901","2026-08-10T18:51:58.6217079Z"
"data\processed\feat_20251010_LnormNone.parquet","133352451","2026-08-12T17:07:50.8688894Z"
"data\processed\feat_20251013_LnormNone.parquet","134054039","2026-08-12T17:04:46.1105264Z"
"data\processed\feat_20251016_L180.parquet","105648522","2026-08-10T17:51:51.5057373Z"
"data\processed\feat_20251016_L270.parquet","131999508","2026-08-10T17:56:10.6852923Z"
"data\processed\feat_20251016_L90.parquet","80175344","2026-08-10T17:52:50.2943323Z"
"data\processed\feat_20251016_LNone.parquet","140797905","2026-08-10T17:54:28.6315910Z"
"data\processed\feat_20251016_LnormNone.parquet","134950543","2026-08-10T18:52:03.9209844Z"
"data\processed\feat_20251022_LnormNone.parquet","135943569","2026-08-12T18:35:27.7505099Z"
"data\processed\feat_20251029_LnormNone.parquet","136582273","2026-08-12T18:35:33.7416221Z"
"data\processed\feat_20251105_LnormNone.parquet","137414544","2026-08-12T18:35:39.4814398Z"
"data\processed\feat_20251112_LnormNone.parquet","138994793","2026-08-12T18:35:45.0575721Z"
"data\processed\feat_20251119_LnormNone.parquet","140758407","2026-08-12T18:35:51.4913222Z"
"data\processed\feat_20251126_LnormNone.parquet","141940372","2026-08-12T18:35:57.6196603Z"
"data\processed\feat_20251203_LnormNone.parquet","142967407","2026-08-12T18:36:05.8614192Z"
"data\processed\feat_20251210_LnormNone.parquet","144468439","2026-08-12T18:36:14.6587398Z"
"data\processed\feat_20251215_L180.parquet","114147473","2026-08-21T10:06:07.1651938Z"
"data\processed\feat_20251217_LnormNone.parquet","146427649","2026-08-12T18:36:22.2754943Z"
"data\processed\feat_20251224_LnormNone.parquet","148066086","2026-08-12T18:36:30.7949717Z"
"data\processed\feat_20251231_LnormNone.parquet","147674542","2026-08-12T18:36:38.9255254Z"
"data\processed\feat_20260107_LnormNone.parquet","146236501","2026-08-12T18:36:46.3885399Z"
"data\processed\feat_20260114_L180.parquet","113946434","2026-08-21T10:06:11.2117010Z"
"data\processed\feat_20260114_LnormNone.parquet","146247003","2026-08-12T18:36:54.2075291Z"
"data\processed\feat_20260213_L180.parquet","114056846","2026-08-10T17:51:55.0764729Z"
"data\processed\feat_20260213_L270.parquet","142412555","2026-08-10T17:56:16.7128212Z"
"data\processed\feat_20260213_L90.parquet","86294513","2026-08-10T17:52:52.5832120Z"
"data\processed\feat_20260213_LNone.parquet","153678908","2026-08-10T17:54:34.5045914Z"
"data\processed\feat_20260213_LnormNone.parquet","146819628","2026-08-10T18:52:12.3440562Z"
"data\processed\feat_BLOCK4_SAF_v1_20250403_L180.parquet","117545032","2026-08-21T10:05:10.4352509Z"
"data\processed\feat_BLOCK4_SAF_v1_20250410_L180.parquet","118358729","2026-08-21T10:05:11.3082309Z"
"data\processed\feat_BLOCK4_SAF_v1_20250417_L180.parquet","120137671","2026-08-21T10:05:12.1908754Z"
"data\processed\feat_BLOCK4_SAF_v1_20250424_L180.parquet","121195806","2026-08-21T10:05:13.1609523Z"
"data\processed\feat_BLOCK4_SAF_v1_20250501_L180.parquet","122342064","2026-08-21T10:05:14.1001799Z"
"data\processed\feat_BLOCK4_SAF_v1_20250508_L180.parquet","123063121","2026-08-21T10:05:15.0881213Z"
"data\processed\feat_BLOCK4_SAF_v1_20250515_L180.parquet","123755553","2026-08-21T10:05:16.0800338Z"
"data\processed\feat_BLOCK4_SAF_v1_20250522_L180.parquet","124929335","2026-08-21T10:05:17.0707317Z"
"data\processed\feat_BLOCK4_SAF_v1_20250529_L180.parquet","125969052","2026-08-21T10:05:18.0343333Z"
"data\processed\feat_BLOCK4_SAF_v1_20250605_L180.parquet","126681514","2026-08-21T10:05:19.0042218Z"
"data\processed\feat_BLOCK4_SAF_v1_20250612_L180.parquet","128093096","2026-08-21T10:05:19.9897811Z"
"data\processed\feat_BLOCK4_SAF_v1_20250619_L180.parquet","129064280","2026-08-21T10:05:20.9807359Z"
"data\processed\feat_BLOCK4_SAF_v1_20250626_L180.parquet","130131331","2026-08-21T10:05:21.9095570Z"
"data\processed\feat_BLOCK4_SAF_v1_20250703_L180.parquet","131158740","2026-08-21T10:05:22.9423011Z"
"data\processed\feat_BLOCK4_SAF_v1_20250706_L180.parquet","132067775","2026-08-21T10:05:26.3908975Z"
"data\processed\feat_BLOCK4_SAF_v1_20250710_L180.parquet","132074853","2026-08-21T10:05:27.4021766Z"
"data\processed\feat_BLOCK4_SAF_v1_20250717_L180.parquet","133192484","2026-08-21T10:05:28.4446038Z"
"data\processed\feat_BLOCK4_SAF_v1_20250720_L180.parquet","134134833","2026-08-21T10:05:31.7508283Z"
"data\processed\feat_BLOCK4_SAF_v1_20250724_L180.parquet","134155412","2026-08-21T10:05:32.7492794Z"
"data\processed\feat_BLOCK4_SAF_v1_20250731_L180.parquet","135117261","2026-08-21T10:05:33.8059074Z"
"data\processed\feat_BLOCK4_SAF_v1_20250803_L180.parquet","136007785","2026-08-21T10:05:37.0964955Z"
"data\processed\feat_BLOCK4_SAF_v1_20250805_L180.parquet","136376082","2026-08-21T10:05:40.4882008Z"
"data\processed\feat_BLOCK4_SAF_v1_20250807_L180.parquet","136215534","2026-08-21T10:05:41.4896914Z"
"data\processed\feat_BLOCK4_SAF_v1_20250814_L180.parquet","137633193","2026-08-21T10:05:42.5547525Z"
"data\processed\feat_BLOCK4_SAF_v1_20250817_L180.parquet","138872456","2026-08-21T10:05:46.0913470Z"
"data\processed\feat_BLOCK4_SAF_v1_20250819_L180.parquet","139317835","2026-08-21T10:05:49.5862937Z"
"data\processed\feat_BLOCK4_SAF_v1_20250821_L180.parquet","139199161","2026-08-21T10:05:50.5729690Z"
"data\processed\feat_BLOCK4_SAF_v1_20250828_L180.parquet","141009409","2026-08-21T10:05:51.6098789Z"
"data\processed\feat_BLOCK4_SAF_v1_20250902_L180.parquet","141912823","2026-08-21T10:05:55.1932443Z"
"data\processed\feat_BLOCK4_SAF_v1_20250904_L180.parquet","141716781","2026-08-21T10:05:56.3382199Z"
"data\processed\feat_BLOCK4_SAF_v1_20250911_L180.parquet","142155597","2026-08-21T10:05:57.4168352Z"
"data\processed\feat_BLOCK4_SAF_v1_20250916_L180.parquet","142867588","2026-08-21T10:05:58.6322221Z"
"data\processed\feat_BLOCK4_SAF_v1_20250918_L180.parquet","143237312","2026-08-21T10:05:59.7745605Z"
"data\processed\feat_BLOCK4_SAF_v1_20250925_L180.parquet","144436423","2026-08-21T10:06:00.9073931Z"
"data\processed\feat_BLOCK4_SAF_v1_20251002_L180.parquet","145355091","2026-08-21T10:06:02.0968264Z"
"data\processed\feat_BLOCK4_SAF_v1_20251009_L180.parquet","146383999","2026-08-21T10:06:03.2493080Z"
"data\processed\feat_BLOCK4_SAF_v1_20251016_L180.parquet","148248848","2026-08-21T10:04:59.4788695Z"
"data\processed\feat_BLOCK4_SAF_v1_20251215_L180.parquet","159690080","2026-08-21T10:06:07.8543990Z"
"data\processed\feat_BLOCK4_SAF_v1_20260114_L180.parquet","160460470","2026-08-21T10:06:11.8374703Z"
"data\processed\feat_BLOCK4_SAF_v1_20260213_L180.parquet","160526248","2026-08-21T10:06:12.8786861Z"
"data\processed\panel_20250131_b1.parquet","203193","2026-08-10T18:19:59.3577292Z"
"data\processed\panel_20250206_b1.parquet","204354","2026-08-10T18:20:38.0710267Z"
"data\processed\panel_20250207_b1.parquet","204436","2026-08-10T18:19:59.5299798Z"
"data\processed\panel_20250213_b1.parquet","205374","2026-08-10T18:20:38.1738607Z"
"data\processed\panel_20250214_b1.parquet","205463","2026-08-10T18:19:59.6374760Z"
"data\processed\panel_20250220_b1.parquet","206743","2026-08-10T18:20:38.2816533Z"
"data\processed\panel_20250221_b1.parquet","206742","2026-08-10T18:19:59.8166672Z"
"data\processed\panel_20250227_b1.parquet","207688","2026-08-10T18:20:38.3882456Z"
"data\processed\panel_20250228_b1.parquet","207741","2026-08-10T18:19:59.9226243Z"
"data\processed\panel_20250306_b1.parquet","208998","2026-08-10T18:20:38.4944938Z"
"data\processed\panel_20250307_b1.parquet","209036","2026-08-10T18:20:00.1259492Z"
"data\processed\panel_20250313_b1.parquet","220182","2026-08-10T18:20:38.7719865Z"
"data\processed\panel_20250314_b1.parquet","220226","2026-08-10T18:20:00.2477986Z"
"data\processed\panel_20250320_b1.parquet","221157","2026-08-10T18:20:39.6645281Z"
"data\processed\panel_20250321_b1.parquet","221228","2026-08-10T18:20:00.4911932Z"
"data\processed\panel_20250327_b1.parquet","211564","2026-08-10T18:20:40.8303554Z"
"data\processed\panel_20250328_b1.parquet","211620","2026-08-10T18:20:00.6017117Z"
"data\processed\panel_20250401_b1.parquet","224035","2026-08-12T17:01:18.9738252Z"
"data\processed\panel_20250403_b1.parquet","211979","2026-08-10T18:03:23.8213736Z"
"data\processed\panel_20250403_b2.parquet","196912","2026-08-21T10:06:14.6108655Z"
"data\processed\panel_20250403_b3.parquet","184130","2026-08-10T19:21:01.0153563Z"
"data\processed\panel_20250404_b1.parquet","211999","2026-08-10T18:20:00.7946073Z"
"data\processed\panel_20250407_b1.parquet","212543","2026-08-12T17:01:19.0045249Z"
"data\processed\panel_20250410_b1.parquet","212692","2026-08-10T18:03:24.0713589Z"
"data\processed\panel_20250410_b2.parquet","197820","2026-08-21T10:06:14.6697679Z"
"data\processed\panel_20250410_b3.parquet","185281","2026-08-10T19:21:01.9231717Z"
"data\processed\panel_20250411_b1.parquet","212625","2026-08-10T18:20:00.9512768Z"
"data\processed\panel_20250413_b1.parquet","213036","2026-08-12T17:01:19.0339105Z"
"data\processed\panel_20250416_b1.parquet","213310","2026-08-12T17:01:19.0665469Z"
"data\processed\panel_20250417_b1.parquet","213377","2026-08-10T18:03:24.3159617Z"
"data\processed\panel_20250417_b2.parquet","210124","2026-08-21T10:06:14.7239648Z"
"data\processed\panel_20250417_b3.parquet","186423","2026-08-10T19:21:02.8940747Z"
"data\processed\panel_20250418_b1.parquet","213579","2026-08-10T18:20:01.0705705Z"
"data\processed\panel_20250419_b1.parquet","213449","2026-08-12T17:01:19.0943324Z"
"data\processed\panel_20250422_b1.parquet","213708","2026-08-12T17:01:19.1226175Z"
"data\processed\panel_20250424_b1.parquet","214047","2026-08-10T18:03:24.5675863Z"
"data\processed\panel_20250424_b2.parquet","199319","2026-08-21T10:06:14.7812880Z"
"data\processed\panel_20250424_b3.parquet","187385","2026-08-10T19:21:04.0199790Z"
"data\processed\panel_20250425_b1.parquet","214070","2026-08-10T18:20:01.2494213Z"
"data\processed\panel_20250428_b1.parquet","214544","2026-08-12T17:01:19.1520618Z"
"data\processed\panel_20250501_b1.parquet","228140","2026-08-10T18:03:24.8263590Z"
"data\processed\panel_20250501_b2.parquet","211249","2026-08-21T10:06:14.8390118Z"
"data\processed\panel_20250501_b3.parquet","188012","2026-08-10T19:21:05.4858707Z"
"data\processed\panel_20250502_b1.parquet","214915","2026-08-10T18:20:01.4442029Z"
"data\processed\panel_20250504_b1.parquet","215417","2026-08-12T17:01:19.1821091Z"
"data\processed\panel_20250507_b1.parquet","215745","2026-08-12T17:01:19.2094379Z"
"data\processed\panel_20250508_b1.parquet","215670","2026-08-10T18:03:25.0819446Z"
"data\processed\panel_20250508_b2.parquet","200675","2026-08-21T10:06:14.8984326Z"
"data\processed\panel_20250508_b3.parquet","189088","2026-08-10T19:21:06.4711757Z"
"data\processed\panel_20250509_b1.parquet","215590","2026-08-10T18:20:01.5674826Z"
"data\processed\panel_20250510_b1.parquet","215606","2026-08-12T17:01:19.2353919Z"
"data\processed\panel_20250513_b1.parquet","216062","2026-08-12T17:01:19.2628196Z"
"data\processed\panel_20250515_b1.parquet","216350","2026-08-10T18:03:25.3704429Z"
"data\processed\panel_20250515_b2.parquet","201344","2026-08-21T10:06:14.9565718Z"
"data\processed\panel_20250515_b3.parquet","200112","2026-08-10T19:21:07.5557184Z"
"data\processed\panel_20250516_b1.parquet","216353","2026-08-10T18:20:01.7742400Z"
"data\processed\panel_20250519_b1.parquet","216843","2026-08-12T17:01:19.2936252Z"
"data\processed\panel_20250522_b1.parquet","217055","2026-08-10T18:03:25.6332807Z"
"data\processed\panel_20250522_b2.parquet","201781","2026-08-21T10:06:15.0380673Z"
"data\processed\panel_20250522_b3.parquet","190607","2026-08-10T19:21:08.6602727Z"
"data\processed\panel_20250523_b1.parquet","217047","2026-08-10T18:20:01.9599850Z"
"data\processed\panel_20250525_b1.parquet","217156","2026-08-12T17:01:19.3223992Z"
"data\processed\panel_20250528_b1.parquet","217599","2026-08-12T17:01:19.3494018Z"
"data\processed\panel_20250529_b1.parquet","217810","2026-08-10T18:03:25.8968522Z"
"data\processed\panel_20250529_b2.parquet","202807","2026-08-21T10:06:15.0889020Z"
"data\processed\panel_20250529_b3.parquet","191448","2026-08-10T19:21:09.4499584Z"
"data\processed\panel_20250530_b1.parquet","217881","2026-08-10T18:20:02.1644292Z"
"data\processed\panel_20250531_b1.parquet","217971","2026-08-12T17:01:19.3771270Z"
"data\processed\panel_20250603_b1.parquet","218184","2026-08-12T17:01:19.4021006Z"
"data\processed\panel_20250605_b1.parquet","218428","2026-08-10T18:03:26.1588188Z"
"data\processed\panel_20250605_b2.parquet","215327","2026-08-21T10:06:15.1429895Z"
"data\processed\panel_20250605_b3.parquet","192157","2026-08-10T19:21:10.1294210Z"
"data\processed\panel_20250606_b1.parquet","218636","2026-08-10T18:20:02.3223793Z"
"data\processed\panel_20250609_b1.parquet","219344","2026-08-12T17:01:19.4336137Z"
"data\processed\panel_20250612_b1.parquet","219557","2026-08-10T18:03:26.4174825Z"
"data\processed\panel_20250612_b2.parquet","214257","2026-08-21T10:06:15.2081860Z"
"data\processed\panel_20250612_b3.parquet","193090","2026-08-10T19:21:10.9211821Z"
"data\processed\panel_20250613_b1.parquet","219686","2026-08-10T18:20:02.4776545Z"
"data\processed\panel_20250615_b1.parquet","220000","2026-08-12T17:01:19.4639504Z"
"data\processed\panel_20250618_b1.parquet","220496","2026-08-12T17:01:19.4914590Z"
"data\processed\panel_20250619_b1.parquet","220412","2026-08-10T18:03:26.7014526Z"
"data\processed\panel_20250619_b2.parquet","215410","2026-08-21T10:06:15.2631208Z"
"data\processed\panel_20250619_b3.parquet","193642","2026-08-10T19:21:12.8600676Z"
"data\processed\panel_20250620_b1.parquet","220464","2026-08-10T18:20:02.6344735Z"
"data\processed\panel_20250621_b1.parquet","220644","2026-08-12T17:01:19.5192810Z"
"data\processed\panel_20250624_b1.parquet","221073","2026-08-12T17:01:19.5467148Z"
"data\processed\panel_20250626_b1.parquet","221379","2026-08-10T18:03:26.9885844Z"
"data\processed\panel_20250626_b2.parquet","205937","2026-08-21T10:06:15.3181281Z"
"data\processed\panel_20250626_b3.parquet","194218","2026-08-10T19:21:13.5583126Z"
"data\processed\panel_20250627_b1.parquet","221254","2026-08-10T18:20:02.9241754Z"
"data\processed\panel_20250630_b1.parquet","221600","2026-08-12T17:01:19.5778862Z"
"data\processed\panel_20250703_b1.parquet","221596","2026-08-10T18:03:27.3594922Z"
"data\processed\panel_20250703_b2.parquet","206268","2026-08-21T10:06:15.3746464Z"
"data\processed\panel_20250703_b3.parquet","194564","2026-08-10T19:21:14.2869916Z"
