audit_index,cutoff,panel_blocks,user_id,fast_target,fast_N30,slow_target,slow_N30,target_abs_error,target_match,N30_match,feature_window_end,target_window_start,target_window_end,feature_target_nonoverlap
671,2025-10-02,3,481694,51.79046354569033,3,51.79046354569033,3,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
672,2025-08-21,1,809252,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
673,2025-07-31,1,225831,169.3302292697146,2,169.3302292697146,2,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
674,2025-07-17,1,281132,0.0,0,0.0,0,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
675,2025-05-01,1,404834,66.2376757264197,1,66.2376757264197,1,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
676,2025-04-17,1,268768,14.5706003461933,1,14.5706003461933,1,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
677,2025-10-02,3,441729,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
678,2025-05-08,1,182607,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
679,2025-10-02,3,889691,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
680,2025-09-04,1,90445,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
681,2025-08-28,1,336966,6.23860694002157,1,6.23860694002157,1,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
682,2025-08-21,1,437130,22.7145370998608,1,22.7145370998608,1,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
683,2025-05-22,1,831749,368.666367507137,7,368.666367507137,7,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
684,2025-04-17,1,619603,80.44113254614265,4,80.44113254614265,4,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
685,2025-04-03,1,484757,25.0424025944069,1,25.0424025944069,1,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
686,2025-06-26,1,284086,807.5210290234137,3,807.5210290234137,3,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
687,2025-04-03,1,577782,349.29473132979547,5,349.2947313297955,5,5.684341886080802e-14,True,True,2025-04-03,2025-04-04,2025-05-03,True
688,2025-06-12,1,82438,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
689,2025-08-28,1,569110,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
690,2025-09-04,3,526615,25.795066627679038,2,25.795066627679038,2,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
691,2025-07-10,1,134425,9.18518880604341,1,9.18518880604341,1,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
692,2025-06-19,1,374892,14.6568481025996,1,14.6568481025996,1,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
693,2025-04-10,1,126771,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
694,2025-08-28,1,800913,100.344731077839,1,100.344731077839,1,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
695,2025-05-08,1,333421,99.7930291983124,1,99.7930291983124,1,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
696,2025-09-11,1,27112,0.0,0,0.0,0,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
697,2025-04-10,1,429269,61.8063211278749,1,61.8063211278749,1,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
698,2025-07-17,1,546418,23.53031444004485,3,23.530314440044847,3,3.552713678800501e-15,True,True,2025-07-17,2025-07-18,2025-08-16,True
699,2025-08-28,1,362980,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
700,2025-05-22,1,753617,94.5309451539637,2,94.5309451539637,2,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
701,2025-05-08,1,900733,12.6093345863457,1,12.6093345863457,1,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
702,2025-05-08,1,481602,18.366442964261,1,18.366442964261,1,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
703,2025-08-07,1,898269,0.0,0,0.0,0,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
704,2025-04-17,1,39903,197.3124325555022,2,197.3124325555022,2,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
705,2025-06-19,1,259473,27.3347824059512,1,27.3347824059512,1,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
706,2025-04-03,1,890820,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
707,2025-09-04,1,906981,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
708,2025-09-18,3,819058,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
709,2025-05-29,1,382248,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
710,2025-06-26,1,679764,26.404495097167224,3,26.404495097167224,3,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
711,2025-05-08,1,878801,145.2651894150668,3,145.2651894150668,3,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
712,2025-07-10,1,378683,78.39495451087814,4,78.39495451087814,4,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
713,2025-05-01,1,459904,20.16422710426117,2,20.16422710426117,2,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
714,2025-09-18,3,64279,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
715,2025-06-19,1,583606,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
716,2025-07-10,1,203936,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
717,2025-10-02,3,284944,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
718,2025-10-02,3,79484,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
719,2025-04-10,1,352851,10.6144091963151,1,10.6144091963151,1,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
720,2025-05-22,1,352526,22.8997025050968,1,22.8997025050968,1,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
721,2025-05-22,1,466227,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
722,2025-09-18,3,738804,49.53512186556719,4,49.53512186556719,4,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
723,2025-10-16,3,99656,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
724,2025-05-22,1,291223,1.12037937408565,1,1.12037937408565,1,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
725,2025-06-26,1,857597,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
726,2025-04-17,1,570107,251.1699929628582,10,251.1699929628582,10,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
727,2025-05-08,1,163508,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
728,2025-07-10,1,105647,49.96150788913455,4,49.96150788913455,4,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
729,2025-04-24,1,899145,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
730,2025-09-18,3,774763,216.5626377544316,2,216.5626377544316,2,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
731,2025-04-24,1,180767,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
732,2025-04-24,1,248527,186.121060112425,1,186.121060112425,1,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
733,2025-06-05,1,843721,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
734,2025-06-26,1,488056,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
735,2025-06-26,1,440696,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
736,2025-09-04,1,41398,20.755887353142,1,20.755887353142,1,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
737,2025-09-04,1,228432,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
738,2025-09-18,3,816823,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
739,2025-05-08,1,64693,37.6061175156526,2,37.6061175156526,2,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
740,2025-10-02,3,318535,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
741,2025-08-07,1,230319,0.0,0,0.0,0,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
742,2025-07-31,1,393507,29.01764801337995,2,29.01764801337995,2,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
743,2025-07-17,1,64676,0.0,0,0.0,0,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
744,2025-07-03,1,63655,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
745,2025-04-24,1,849023,395.3782461423311,3,395.37824614233114,3,5.684341886080802e-14,True,True,2025-04-24,2025-04-25,2025-05-24,True
746,2025-10-16,3,773234,75.46618258422791,2,75.46618258422791,2,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
747,2025-06-19,1,377228,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
748,2025-07-10,1,490903,22.7929657732459,1,22.7929657732459,1,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
749,2025-05-08,1,696981,117.71679561445264,5,117.71679561445264,5,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
750,2025-05-15,1,166182,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
751,2025-05-01,1,843685,0.0,0,0.0,0,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
752,2025-07-03,1,292287,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
753,2025-08-14,1,561142,0.0,0,0.0,0,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
754,2025-09-11,1,919,112.22450380218962,4,112.22450380218962,4,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
755,2025-10-16,3,124258,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
756,2025-07-10,1,265951,30.245492294903144,3,30.245492294903144,3,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
757,2025-05-08,1,323113,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
758,2025-05-08,1,142828,670.0298148587758,5,670.0298148587758,5,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
759,2025-04-17,1,655038,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
760,2025-07-24,1,103255,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
761,2025-04-03,1,29663,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
762,2025-07-24,1,689987,121.61242622059568,5,121.61242622059568,5,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
763,2025-05-29,1,638663,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
764,2025-04-17,1,298111,29.821922919734202,2,29.821922919734202,2,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
765,2025-09-18,3,157476,272.7108888827653,2,272.7108888827653,2,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
766,2025-04-24,1,899298,118.74599232546568,4,118.74599232546566,4,1.4210854715202004e-14,True,True,2025-04-24,2025-04-25,2025-05-24,True
767,2025-08-14,1,439579,5.81426962127032,1,5.81426962127032,1,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
768,2025-09-04,1,320097,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
769,2025-07-17,1,205246,12.3070954744134,1,12.3070954744134,1,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
770,2025-09-18,3,141848,215.98864980735496,4,215.988649807355,4,2.842170943040401e-14,True,True,2025-09-18,2025-09-19,2025-10-18,True
771,2025-04-24,1,53197,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
772,2025-05-15,1,427163,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
773,2025-08-07,1,455838,72.21007702723362,3,72.21007702723362,3,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
774,2025-08-14,1,92401,32.42976075405103,4,32.42976075405103,4,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
775,2025-10-02,3,288407,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
776,2025-09-11,1,131733,11.8926586404812,1,11.8926586404812,1,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
777,2025-06-12,1,428460,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
778,2025-04-03,1,908223,0.0,0,0.0,0,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
779,2025-06-12,1,858625,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
780,2025-07-10,1,820176,415.18099681405226,12,415.18099681405226,12,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
781,2025-08-14,1,274452,30.8583644504672,1,30.8583644504672,1,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
782,2025-04-24,1,852291,69.12236051183964,4,69.12236051183964,4,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
783,2025-08-21,1,404042,0.0,0,0.0,0,0.0,True,True,2025-08-21,2025-08-22,2025-09-20,True
784,2025-07-24,1,330583,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
785,2025-05-29,1,913569,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
786,2025-04-10,1,659260,6.32987519025338,1,6.32987519025338,1,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
787,2025-05-08,1,322935,6.87570743470855,1,6.87570743470855,1,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
788,2025-10-02,3,846829,70.3454071904906,1,70.3454071904906,1,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
789,2025-06-26,1,313730,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
790,2025-04-17,1,214488,74.5764164828053,3,74.5764164828053,3,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
791,2025-05-01,1,63749,450.5786226587025,9,450.5786226587025,9,0.0,True,True,2025-05-01,2025-05-02,2025-05-31,True
792,2025-06-19,1,579892,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
793,2025-05-22,1,61967,0.0,0,0.0,0,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
794,2025-06-19,1,284747,462.1851913878187,4,462.1851913878187,4,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
795,2025-04-10,1,639564,6.50025214559267,1,6.50025214559267,1,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
796,2025-06-26,1,473689,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
797,2025-07-03,1,234935,41.863569655778605,4,41.863569655778605,4,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
798,2025-09-18,3,794630,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
799,2025-08-14,1,164721,0.0,0,0.0,0,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
800,2025-08-28,1,437457,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
801,2025-05-15,1,155409,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
802,2025-04-17,1,620409,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
803,2025-05-08,1,267902,35.69201403027647,2,35.69201403027647,2,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
804,2025-05-29,1,863464,68.7748265545312,1,68.7748265545312,1,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
805,2025-06-12,1,807615,67.4133582637283,1,67.4133582637283,1,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
806,2025-07-24,1,136485,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
807,2025-04-03,1,49872,33.93754578788872,2,33.93754578788872,2,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
808,2025-04-10,1,887850,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
809,2025-04-17,1,467234,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
810,2025-06-26,1,433967,92.15852414534339,3,92.1585241453434,3,1.4210854715202004e-14,True,True,2025-06-26,2025-06-27,2025-07-26,True
811,2025-07-03,1,775033,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
812,2025-09-18,3,362263,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
813,2025-10-16,3,344730,65.66703655500368,2,65.66703655500368,2,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
814,2025-06-26,1,476937,0.0,0,0.0,0,0.0,True,True,2025-06-26,2025-06-27,2025-07-26,True
815,2025-04-17,1,436301,0.0,0,0.0,0,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
816,2025-05-22,1,311104,539.8448146669946,6,539.8448146669946,6,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
817,2025-05-08,1,106844,0.0,0,0.0,0,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
818,2025-04-10,1,685518,407.4627355034562,6,407.4627355034562,6,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
819,2025-07-03,1,88161,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
820,2025-06-19,1,382066,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
821,2025-10-02,3,677244,138.55067482755413,5,138.5506748275541,5,2.842170943040401e-14,True,True,2025-10-02,2025-10-03,2025-11-01,True
822,2025-08-28,1,777126,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
823,2025-08-28,1,162290,46.4104520892122,2,46.4104520892122,2,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
824,2025-07-10,1,195308,0.0,0,0.0,0,0.0,True,True,2025-07-10,2025-07-11,2025-08-09,True
825,2025-09-04,1,189684,156.708696103645,1,156.708696103645,1,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
826,2025-06-12,1,867711,445.5108391686969,6,445.51083916869686,6,5.684341886080802e-14,True,True,2025-06-12,2025-06-13,2025-07-12,True
827,2025-06-05,1,353820,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
828,2025-10-02,3,555970,31.7462011741296,1,31.7462011741296,1,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
829,2025-08-28,1,65666,35.9409007689297,1,35.9409007689297,1,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
830,2025-09-04,3,782036,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
831,2025-05-29,1,535496,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
832,2025-04-03,1,314843,150.01980706240818,2,150.01980706240818,2,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
833,2025-07-03,1,67458,37.75366559117412,3,37.75366559117412,3,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
834,2025-08-14,1,321110,339.857780015744,1,339.857780015744,1,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
835,2025-08-07,1,465762,77.3247885288459,3,77.3247885288459,3,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
836,2025-05-08,1,597283,21.3119935679711,1,21.3119935679711,1,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
837,2025-08-07,1,606286,100.2552652594736,2,100.2552652594736,2,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
838,2025-09-11,1,260034,14.7636759840797,1,14.7636759840797,1,0.0,True,True,2025-09-11,2025-09-12,2025-10-11,True
839,2025-07-24,1,4856,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
840,2025-04-03,1,243438,7.70498429829321,1,7.70498429829321,1,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
841,2025-06-12,1,821374,164.53179015547263,5,164.53179015547266,5,2.842170943040401e-14,True,True,2025-06-12,2025-06-13,2025-07-12,True
842,2025-10-16,3,715022,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
843,2025-08-07,1,530002,0.0,0,0.0,0,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
844,2025-10-02,3,505657,0.0,0,0.0,0,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
845,2025-04-17,1,184407,90.7198610898498,2,90.7198610898498,2,0.0,True,True,2025-04-17,2025-04-18,2025-05-17,True
846,2025-07-31,1,61151,182.5120641099897,4,182.5120641099897,4,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
847,2025-08-07,1,275467,0.0,0,0.0,0,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
848,2025-08-28,1,769182,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
849,2025-06-12,1,821394,0.0,0,0.0,0,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
850,2025-08-14,1,280391,0.0,0,0.0,0,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
851,2025-05-15,1,182508,473.50493898318314,4,473.5049389831831,4,5.684341886080802e-14,True,True,2025-05-15,2025-05-16,2025-06-14,True
852,2025-04-10,1,219798,37.583567716297644,3,37.583567716297644,3,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
853,2025-10-02,3,431491,529.0392827904798,9,529.0392827904798,9,0.0,True,True,2025-10-02,2025-10-03,2025-11-01,True
854,2025-07-03,1,202064,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
855,2025-08-07,1,286881,28.98258571684724,2,28.98258571684724,2,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
856,2025-07-17,1,891179,13.7265182728251,2,13.7265182728251,2,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
857,2025-05-29,1,75382,0.0,0,0.0,0,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
858,2025-04-10,1,525316,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
859,2025-10-16,3,542006,0.0,0,0.0,0,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
860,2025-05-15,1,889419,262.62333507240567,2,262.62333507240567,2,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
861,2025-05-15,1,298316,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
862,2025-07-17,1,267221,22.47334483575029,2,22.47334483575029,2,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
863,2025-07-24,1,132113,114.4071742822272,4,114.4071742822272,4,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
864,2025-07-31,1,222339,0.0,0,0.0,0,0.0,True,True,2025-07-31,2025-08-01,2025-08-30,True
865,2025-08-14,1,471599,153.23433505052918,2,153.23433505052918,2,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
866,2025-09-04,3,387023,0.0,0,0.0,0,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
867,2025-05-22,1,517617,85.1195416706578,3,85.1195416706578,3,0.0,True,True,2025-05-22,2025-05-23,2025-06-21,True
868,2025-07-03,1,370369,0.0,0,0.0,0,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
869,2025-05-29,1,283560,38.320255750397564,2,38.320255750397564,2,0.0,True,True,2025-05-29,2025-05-30,2025-06-28,True
870,2025-07-17,1,902498,0.0,0,0.0,0,0.0,True,True,2025-07-17,2025-07-18,2025-08-16,True
871,2025-08-07,1,654710,0.0,0,0.0,0,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
872,2025-08-28,1,796208,219.6491696834119,2,219.6491696834119,2,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
873,2025-05-08,1,287435,821.7259217979117,8,821.7259217979117,8,0.0,True,True,2025-05-08,2025-05-09,2025-06-07,True
874,2025-10-16,3,290830,40.570908957658,1,40.570908957658,1,0.0,True,True,2025-10-16,2025-10-17,2025-11-15,True
875,2025-04-24,1,863573,0.0,0,0.0,0,0.0,True,True,2025-04-24,2025-04-25,2025-05-24,True
876,2025-06-05,1,140429,288.3481457756998,11,288.3481457756998,11,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
877,2025-07-24,1,442726,0.0,0,0.0,0,0.0,True,True,2025-07-24,2025-07-25,2025-08-23,True
878,2025-09-18,3,522132,164.0582450115768,5,164.0582450115768,5,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
879,2025-09-04,1,368202,102.44939058080311,4,102.44939058080311,4,0.0,True,True,2025-09-04,2025-09-05,2025-10-04,True
880,2025-06-05,1,44256,0.0,0,0.0,0,0.0,True,True,2025-06-05,2025-06-06,2025-07-05,True
881,2025-09-18,3,126762,0.0,0,0.0,0,0.0,True,True,2025-09-18,2025-09-19,2025-10-18,True
882,2025-06-12,1,27442,833.1608011395574,3,833.1608011395574,3,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
883,2025-08-28,1,100174,0.0,0,0.0,0,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
884,2025-06-12,1,566865,17.4885194202349,1,17.4885194202349,1,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
885,2025-08-14,1,852627,41.4398250195939,1,41.4398250195939,1,0.0,True,True,2025-08-14,2025-08-15,2025-09-13,True
886,2025-08-28,1,910196,87.4867766079703,3,87.4867766079703,3,0.0,True,True,2025-08-28,2025-08-29,2025-09-27,True
887,2025-04-03,1,892857,9.5636354982797,1,9.5636354982797,1,0.0,True,True,2025-04-03,2025-04-04,2025-05-03,True
888,2025-07-03,1,560144,708.5593821339178,5,708.5593821339178,5,0.0,True,True,2025-07-03,2025-07-04,2025-08-02,True
889,2025-05-15,1,609678,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
890,2025-06-19,1,180866,0.0,0,0.0,0,0.0,True,True,2025-06-19,2025-06-20,2025-07-19,True
891,2025-04-10,1,166158,0.0,0,0.0,0,0.0,True,True,2025-04-10,2025-04-11,2025-05-10,True
892,2025-07-31,1,356788,113.29495472035667,8,113.29495472035666,8,1.4210854715202004e-14,True,True,2025-07-31,2025-08-01,2025-08-30,True
893,2025-08-07,1,270722,83.02860560676322,5,83.02860560676322,5,0.0,True,True,2025-08-07,2025-08-08,2025-09-06,True
894,2025-05-15,1,328138,0.0,0,0.0,0,0.0,True,True,2025-05-15,2025-05-16,2025-06-14,True
895,2025-06-12,1,405912,273.4245676932676,5,273.4245676932676,5,0.0,True,True,2025-06-12,2025-06-13,2025-07-12,True
896,2025-10-16,3,210750,268.80017275162095,7,268.8001727516209,7,5.684341886080802e-14,True,True,2025-10-16,2025-10-17,2025-11-15,True
